"Año","VaR","Entropia"
"2015",8.12741726214806,4.90461128414286
"2016",10.8090758923449,4.90310000069807
"2017",6.11104638868197,4.81006181686646
"2018",10.0874009036122,4.89027277121913
"2019",8.09667747917752,4.89253308410824
